"No.","Object designation","Diameter in m","Impact date/time in UTC","IP max","PS max","TS","Years","IP cum","PS cum","Vel. in km/s","In list since in d"
"645","2023GX","12 - 28*","2110-04-05 03:58","1/221729","-6.50","0","2109-2120","1/64935","-5.98","13.07","958"
"646","2017TA5","10 - 21*","2088-10-07 07:43","1/202020","-6.50","0","2080-2117","1/92592","-6.24","15.58","2963"
"647","2022BT","3 - 7*","2094-01-23 04:36","1/6711","-6.50","0","2080-2122","1/2325","-6.06","11.81","1400"
"648","2015DQ224","3 - 7*","2049-02-17 14:44","1/61728","-6.51","0","2042-2057","1/25316","-6.10","17.54","3324"
"649","2022WM9","19 - 40*","2086-11-23 09:49","1/980392","-6.51","0","2086","1/980392","-6.51","15.18","1092"
"650","2011QF48","23 - 50*","2067-08-26 23:57","1/4.61E6","-6.51","0","2067","1/4.61E6","-6.51","22.84","5199"
"651","2023TD32","21 - 50*","2049-10-05 07:18","1/4.93E6","-6.51","0","2049-2067","1/2.3E6","-6.26","18.25","769"
"652","2011BU59","16 - 40*","2118-01-17 04:48","1/473933","-6.51","0","2089-2122","1/215053","-6.14","15.93","5334"
"653","2022AE6","19 - 40*","2084-01-25 14:59","1/1.01E6","-6.51","0","2084-2105","1/813008","-6.44","15.21","1413"
"654","2023MD4","12 - 27*","2122-06-22 12:38","1/206185","-6.51","0","2096-2122","1/151515","-6.37","14.06","885"
"655","2024GZ5","2.5 - 6*","2113-04-13 09:17","1/4291","-6.52","0","2112-2118","1/2732","-6.32","11.77","590"
"656","2017YV8","9 - 21*","2099-12-19 05:41","1/119189","-6.52","0","2078-2121","1/50251","-6.15","13.46","2871"
"657","2018VS6","11 - 24*","2083-11-09 08:12","1/316455","-6.52","0","2083-2121","1/85470","-6.04","16.26","2571"
"658","2020XG","7 - 15*","2111-12-03 20:56","1/57803","-6.52","0","2081-2121","1/13736","-5.89","15.76","1816"
"659","2010FD","17 - 40*","2085-03-08 16:51","1/735294","-6.52","0","2085-2119","1/724637","-6.51","14.84","5733"
"660","2009WW7","4 - 9*","2108-11-20 01:05","1/21459","-6.53","0","2050-2121","1/13908","-6.31","13.86","5849"
"661","2021CJ3","9 - 20*","2073-01-29 06:32","1/199203","-6.53","0","2062-2073","1/147275","-6.36","15.90","1750"
"662","1997UA11","20 - 50*","2073-10-24 02:05","1/2.73E6","-6.53","0","2073","1/2.73E6","-6.53","16.37","6252"
"663","2015XX378","30 - 70*","2118-12-24 17:01","1/4.17E6","-6.54","0","2118","1/4.17E6","-6.54","19.27","1902"
"664","2018GS3","19 - 40*","2119-10-08 03:47","1/1.30E6","-6.54","0","2119","1/1.3E6","-6.54","22.90","1208"
"665","2008EM68","7 - 16*","2026-03-12 05:22","1/5.88E6","-6.55","0","2026-2103","1/3.28E6","-6.49","16.95","6252"
"666","2024WU24","8 - 18*","2081-11-24 08:18","1/178571","-6.55","0","2081","1/178571","-6.55","15.04","356"
"667","2018FE3","10 - 23*","2118-03-17 09:21","1/114416","-6.55","0","2118","1/114416","-6.55","12.71","2805"
"668","2022YM1","4 - 9*","2117-12-03 02:38","1/11918","-6.55","0","2091-2121","1/10729","-6.50","11.50","1073"
"669","2004RU109","13 - 29*","2038-09-14 06:01","1/2.63E6","-6.56","0","2038-2048","1/1.59E6","-6.41","17.09","6252"
"670","2015CL13","19 - 40*","2090-02-15 16:09","1/1.56E6","-6.56","0","2090-2106","1/1.02E6","-6.38","17.69","3938"
"671","2022TF48","7 - 15*","2113-04-08 04:16","1/113122","-6.56","0","2046-2122","1/56497","-6.20","18.09","679"
"672","2024AH3","20 - 50*","2100-01-08 03:12","1/1.31E6","-6.56","0","2053-2123","1/350877","-5.91","15.28","685"
"673","2023XG4","7 - 17*","2106-12-01 02:09","1/94339","-6.56","0","2065-2106","1/70422","-6.37","14.08","719"
"674","2018VC7","9 - 20*","2072-11-14 03:07","1/154320","-6.56","0","2049-2119","1/37593","-6.05","11.93","2572"
"675","2006WZ184","15 - 30*","2108-11-25 09:30","1/500000","-6.56","0","2071-2120","1/74626","-5.73","13.31","6252"
"676","2024PR5","10 - 22*","2119-08-14 19:41","1/338983","-6.57","0","2105-2119","1/188323","-6.30","23.11","469"
"677","2014SR223","12 - 27*","2063-09-27 15:09","1/862068","-6.57","0","2063","1/862068","-6.57","18.89","4080"
"678","2011YC40","2.9 - 6*","2028-12-27 12:17","1/237529","-6.57","0","2028-2050","1/183486","-6.54","15.62","5078"
"679","2022HB2","10 - 22*","2079-04-23 20:50","1/234192","-6.57","0","2079-2103","1/136986","-6.40","13.73","1309"
"680","2023BU7","2.1 - 5*","2085-07-09 19:24","1/3215","-6.58","0","2074-2120","1/3039","-6.56","11.23","1030"
"681","2020MP1","17 - 40*","2105-06-26 13:54","1/558659","-6.59","0","2105","1/283286","-6.29","13.65","1982"
"682","2021WV1","5 - 12*","2048-12-09 21:04","1/90090","-6.59","0","2048-2120","1/14727","-6.14","11.49","1459"
"683","2022SL28","8 - 18*","2114-03-26 10:38","1/146412","-6.59","0","2079-2122","1/103734","-6.43","17.24","1153"
"684","2010TD","11 - 25*","2080-09-27 11:52","1/694444","-6.59","0","2072-2091","1/384615","-6.30","21.90","5532"
"685","2013FU13","9 - 19*","2088-03-12 20:23","1/175131","-6.59","0","2081-2122","1/78740","-6.23","12.56","4629"
"686","2024YH7","27 - 60*","2069-12-30 06:58","1/1.42E7","-6.60","0","2069","1/1.42E7","-6.60","28.99","332"
"687","2008EA9","7 - 15*","2081-12-21 08:38","1/93457","-6.60","0","2068-2121","1/34602","-6.16","11.25","6252"
"688","2017UK3","9 - 20*","2115-10-27 15:51","1/212765","-6.60","0","2114-2120","1/150375","-6.45","17.43","2211"
"689","2016TQ2","14 - 30*","2110-10-04 13:12","1/598802","-6.60","0","2110-2120","1/188323","-6.12","18.88","3338"
"690","2017RN16","4 - 9*","2104-09-11 21:44","1/21276","-6.60","0","2076-2121","1/16977","-6.49","13.82","2989"
"691","2025TA","14 - 30*","2116-09-25 20:37","1/398406","-6.61","0","2093-2116","1/348432","-6.53","13.92","56"
"692","2025LW","28 - 60*","2123-06-05 13:53","1/2.36E6","-6.61","0","2119-2123","1/2.19E6","-6.58","14.71","163"
"693","2024TC22","30 - 70*","2111-10-15 14:47","1/1.16E7","-6.61","0","2111","1/9.52E6","-6.52","30.37","405"
"694","2007VH189","50 - 120*","2037-10-31 04:37","1/2.92E8","-6.61","0","2037-2045","1/1.58E8","-6.53","22.48","6252"
"695","2025CX","13 - 30*","2111-09-29 14:02","1/719424","-6.62","0","2090-2118","1/595238","-6.53","19.50","295"
"696","2024UV7","4 - 8*","2112-10-29 09:42","1/25575","-6.63","0","2090-2122","1/8695","-6.15","15.80","392"
"697","2008YV32","14 - 30*","2085-01-09 21:47","1/653594","-6.63","0","2085-2119","1/173913","-6.12","14.23","6171"
"698","2021XK1","16 - 30*","2111-06-03 04:31","1/483091","-6.63","0","2089-2112","1/420168","-6.57","14.42","1453"
"699","2013RS43","10 - 22*","2096-09-16 03:09","1/210084","-6.63","0","2096-2120","1/55555","-6.10","12.54","4457"
"700","2012XL55","9 - 21*","2025-12-08 23:47","1/3.79E7","-6.63","0","2025-2056","1/1.95E7","-6.40","21.90","4734"
"701","2020PJ6","21 - 50*","2074-05-09 15:09","1/1.21E6","-6.63","0","2074-2111","1/854700","-6.52","11.40","1926"
"702","2023VA7","10 - 23*","2065-11-06 17:39","1/431034","-6.63","0","2065-2121","1/86956","-6.13","13.16","745"
"703","2022UU8","7 - 16*","2120-10-28 00:00","1/52356","-6.63","0","2111-2121","1/43478","-6.55","12.03","1127"
"704","2025UK9","2.7 - 6*","2106-10-31 16:42","1/9090","-6.63","0","2040-2122","1/4032","-6.24","13.46","27"
"705","2012CL17","17 - 40*","2108-02-07 05:27","1/2.26E6","-6.64","0","2098-2118","1/675675","-6.11","24.17","4656"
"706","2020AW","5 - 11*","2072-01-17 09:19","1/46296","-6.64","0","2063-2122","1/7936","-6.00","12.09","2153"
"707","2025AO1","7 - 16*","2078-01-03 16:08","1/162337","-6.65","0","2078-2110","1/161812","-6.65","13.84","325"
"708","2022OC3","6 - 13*","2064-02-10 07:11","1/78125","-6.65","0","2057-2120","1/34965","-6.40","11.73","1215"
"709","2009EW","14 - 30*","2081-03-06 09:41","1/934579","-6.65","0","2069-2081","1/694444","-6.51","17.01","6111"
"710","2017DG16","3 - 7*","2084-02-25 01:22","1/19762","-6.66","0","2079-2105","1/19379","-6.65","12.92","3198"
"711","2004FY3","20 - 40*","2122-03-20 00:13","1/2.15E6","-6.66","0","2122","1/2.15E6","-6.66","16.24","2261"
"712","2024AM4","5 - 11*","2095-01-23 21:27","1/36630","-6.66","0","2068-2123","1/7575","-6.02","11.33","681"
"713","2019GK21","20 - 40*","2118-04-10 03:07","1/1.06E6","-6.66","0","2118","1/1.06E6","-6.66","14.48","2410"
"714","2025VW3","7 - 16*","2083-11-17 11:47","1/236966","-6.67","0","2062-2122","1/95238","-6.28","17.95","11"
"715","2017QT1","11 - 25*","2050-01-30 17:06","1/2.11E6","-6.67","0","2050-2117","1/1.34E6","-6.52","23.18","3020"
"716","2004BN41","18 - 40*","2098-02-05 06:33","1/1.04E6","-6.67","0","2098-2122","1/378787","-6.28","13.53","5322"
"717","2008LD","4 - 9*","2113-05-31 00:31","1/22831","-6.67","0","2054-2122","1/9615","-6.24","11.92","6252"
"718","2022KE5","7 - 16*","2075-05-27 09:00","1/249376","-6.67","0","2075-2115","1/113122","-6.40","20.34","1277"
"719","2021UA7","5 - 11*","2046-10-26 13:37","1/396825","-6.67","0","2046","1/396825","-6.67","29.50","1486"
"720","2019ED1","8 - 19*","2073-03-01 10:49","1/243902","-6.68","0","2070-2105","1/62500","-6.19","14.61","2457"
"721","2022NK","10 - 21*","2105-01-01 19:32","1/257731","-6.68","0","2057-2105","1/223214","-6.61","16.87","1239"
"722","2020FK6","7 - 15*","2081-03-12 14:40","1/147275","-6.68","0","2054-2116","1/23696","-5.84","17.29","2069"
"723","2014MB6","15 - 30*","2075-07-08 21:19","1/1.36E6","-6.68","0","2052-2075","1/1.36E6","-6.68","17.20","2208"
"724","2009ST171","10 - 23*","2066-09-30 03:29","1/534759","-6.68","0","2066","1/534759","-6.68","13.53","2260"
"725","2019UL","5 - 11*","2112-10-09 13:39","1/26109","-6.68","0","2062-2112","1/14492","-6.40","11.97","2229"
"726","2015FA345","40 - 100*","2046-03-16 23:25","1/2.79E7","-6.68","0","2046-2092","1/1.58E7","-6.57","14.63","3869"
"727","2011UL169","6 - 13*","2057-10-25 16:01","1/168350","-6.69","0","2057-2066","1/130548","-6.60","14.57","5142"
"728","2008OO1","30 - 70*","2107-07-23 14:00","1/5.18E6","-6.69","0","2107","1/5.18E6","-6.69","17.12","5322"
"729","2022AU","4 - 9*","2096-01-04 09:46","1/26041","-6.69","0","2089-2108","1/12771","-6.39","13.25","1420"
"730","2022JN11","3 - 8*","2102-05-05 12:49","1/21598","-6.70","0","2071-2114","1/9900","-6.35","12.78","568"
"731","2023VP3","4 - 8*","2073-11-08 08:00","1/30769","-6.70","0","2068-2120","1/8064","-6.22","12.69","749"
"732","2014WA","6 - 14*","2049-11-16 03:31","1/246913","-6.70","0","2049","1/246913","-6.70","14.71","4020"
"733","2017RK2","7 - 15*","2083-09-26 06:52","1/112866","-6.70","0","2083","1/112866","-6.70","13.35","2988"
"734","2023CA3","10 - 23*","2053-02-19 02:17","1/1.09E6","-6.71","0","2053-2120","1/806451","-6.66","17.04","1016"
"735","2021HE41","5 - 11*","2070-04-23 19:48","1/91743","-6.71","0","2070","1/90909","-6.71","14.56","655"
"736","2022MH","9 - 20*","2118-06-21 01:59","1/182149","-6.71","0","2118","1/110497","-6.49","15.73","1254"
"737","2024RH2","27 - 60*","2100-10-15 18:08","1/2.51E6","-6.72","0","2100-2112","1/1.93E6","-6.62","12.14","437"
"738","2012EP10","4 - 9*","2096-02-21 13:07","1/21321","-6.72","0","2072-2121","1/14430","-6.56","11.52","5002"
"739","2015TG24","13 - 28*","2110-10-14 07:47","1/420168","-6.72","0","2102-2121","1/43668","-5.76","14.91","3700"
"740","2025AO","5 - 10*","2081-05-14 03:16","1/80000","-6.73","0","2059-2118","1/42553","-6.49","14.87","327"
"741","2025VF5","10 - 23*","2118-11-25 11:57","1/268817","-6.74","0","2104-2125","1/123152","-6.38","13.75","10"
"742","2018VT5","6 - 12*","2120-11-06 06:03","1/52356","-6.74","0","2085-2120","1/19880","-6.27","14.70","2572"
"743","2024VS","9 - 19*","2085-02-19 02:22","1/361010","-6.76","0","2085","1/361010","-6.76","16.12","388"
"744","2019DG1","12 - 28*","2118-03-17 02:21","1/344827","-6.76","0","2118-2122","1/259740","-6.64","13.35","2460"
"745","1997TC25","29 - 60*","2096-09-28 05:05","1/3.82E6","-6.76","0","2067-2117","1/3.21E6","-6.70","14.93","6252"
"746","2017SU17","6 - 14*","2093-09-24 15:43","1/113636","-6.76","0","2069-2118","1/32467","-6.23","13.94","2980"
"747","2022JK","12 - 27*","2093-10-29 21:54","1/1.45E6","-6.76","0","2093","1/1.45E6","-6.76","28.00","1302"
"748","2025VM5","11 - 24*","2103-11-25 01:06","1/270270","-6.76","0","2103","1/270270","-6.76","12.03","10"
"749","2021RS100","5 - 11*","2036-09-07 01:14","1/628930","-6.77","0","2036-2087","1/145348","-6.43","22.89","1502"
"750","2024WQ2","30 - 70*","2054-11-28 14:17","1/2.52E7","-6.78","0","2052-2082","1/1.66E7","-6.59","20.34","367"
"751","2020HN","5 - 12*","2065-03-14 19:40","1/84745","-6.78","0","2055-2121","1/45454","-6.52","11.70","2047"
"752","2023JK4","27 - 60*","2059-11-22 15:42","1/1.15E7","-6.78","0","2057-2084","1/6.49E6","-6.57","19.32","924"
"753","2021GB10","5 - 11*","2079-04-11 10:39","1/128040","-6.78","0","2057-2088","1/45454","-6.34","20.18","1684"
"754","2022UQ20","9 - 21*","2109-11-06 08:08","1/207039","-6.78","0","2107-2121","1/176991","-6.72","14.04","1122"
"755","2022YL8","16 - 40*","2083-12-19 06:09","1/2.20E6","-6.78","0","2083","1/2.2E6","-6.78","21.20","1042"
"756","2021ST","18 - 40*","2097-10-11 13:59","1/1.07E6","-6.78","0","2068-2115","1/364963","-6.36","14.09","1521"
"757","2008EL68","7 - 15*","2027-02-25 23:58","1/2.27E6","-6.78","0","2026-2097","1/398406","-6.56","11.97","6252"
"758","2025WZ3","15*","2105-04-30 00:25","1/751879","-6.78","0","2084-2123","1/378787","-6.48","21.06","0"
"759","2018LT5","27 - 60*","2095-12-15 20:38","1/6.90E6","-6.79","0","2059-2095","1/3.09E6","-6.34","22.11","2719"
"760","2014HJ198","12 - 27*","2034-04-21 14:35","1/1.45E7","-6.79","0","2034-2084","1/1.07E7","-6.77","25.20","4019"
"761","2011CW46","26 - 60*","2055-08-15 14:06","1/1.95E7","-6.79","0","2032-2113","1/1.22E7","-6.66","20.26","2260"
"762","2017QU34","5 - 12*","2083-08-26 03:57","1/155763","-6.79","0","2083-2111","1/85470","-6.56","18.38","3008"
"763","2020WF5","7 - 16*","2095-11-27 10:44","1/163398","-6.79","0","2082-2098","1/62893","-6.37","14.11","1824"
"764","2020VK","8 - 17*","2075-11-05 12:38","1/507614","-6.80","0","2064-2107","1/152439","-6.36","23.27","1846"
"765","2023QD2","11 - 25*","2064-08-29 21:58","1/763358","-6.80","0","2062-2119","1/255754","-6.47","13.77","827"
"766","2019CZ1","40 - 90*","2112-01-30 17:09","1/1.64E7","-6.80","0","2112-2115","1/1.15E7","-6.65","25.82","2484"
"767","2022WO6","4 - 10*","2076-11-22 12:25","1/51813","-6.81","0","2070-2121","1/8000","-6.12","13.34","1095"
"768","2022SY24","4 - 10*","2120-09-27 08:15","1/39840","-6.81","0","2049-2122","1/17331","-6.28","15.91","1154"
"769","2019YM","18 - 40*","2117-12-21 04:58","1/1.73E6","-6.81","0","2117","1/1.73E6","-6.81","20.99","2167"
"770","2024TH","30 - 70*","2112-10-05 07:06","1/7.35E6","-6.82","0","2112","1/7.35E6","-6.82","15.96","413"
"771","2008HC38","14 - 30*","2029-04-23 02:39","1/2.75E7","-6.82","0","2029","1/2.75E7","-6.82","17.96","6252"
"772","1993UA","22 - 50*","2111-10-21 04:53","1/1.98E6","-6.82","0","2111","1/1.98E6","-6.82","14.60","5322"
"773","2021WF3","4 - 8*","2074-12-02 09:07","1/47619","-6.82","0","2051-2118","1/25125","-6.60","15.98","1457"
"774","2018XF2","15 - 30*","2119-12-06 04:40","1/763358","-6.82","0","2119","1/485436","-6.62","14.94","2540"
"775","2023SN8","6 - 14*","2061-09-24 17:47","1/272479","-6.82","0","2061-2099","1/226244","-6.77","13.73","784"
"776","2025BS4","5 - 12*","2100-01-30 04:31","1/171821","-6.83","0","2067-2109","1/160513","-6.80","19.38","304"
"777","2018RB2","10 - 22*","2102-09-06 14:37","1/285714","-6.83","0","2092-2117","1/132450","-6.49","14.39","2635"
"778","2004XB45","16 - 40*","2035-12-18 01:53","1/1.03E7","-6.83","0","2035-2054","1/1E7","-6.83","20.37","6252"
"779","2023VK1","20 - 50*","2105-11-22 09:34","1/2.03E6","-6.83","0","2105","1/2.03E6","-6.83","14.14","751"
"780","2021UV1","9 - 20*","2117-10-26 21:35","1/241545","-6.83","0","2117","1/170648","-6.68","15.40","1491"
"781","2022QN6","14 - 30*","2066-08-25 12:11","1/1.02E6","-6.83","0","2066-2120","1/520833","-6.62","12.72","1186"
"782","2015FF36","13 - 29*","2073-05-21 09:27","1/1.06E6","-6.84","0","2049-2112","1/799999","-6.75","14.07","3900"
"783","2018VP6","10 - 23*","2088-11-07 21:21","1/490196","-6.84","0","2088","1/259740","-6.56","16.44","2571"
"784","2018QS","16 - 30*","2084-08-13 11:01","1/1.19E6","-6.84","0","2084-2116","1/1.09E6","-6.82","14.66","2653"
"785","2022RL","5 - 12*","2082-08-31 13:51","1/85470","-6.84","0","2072-2113","1/81967","-6.82","13.71","1180"
"786","2021JZ5","6 - 13*","2086-05-11 12:53","1/184842","-6.84","0","2075-2096","1/140252","-6.73","19.59","1658"
"787","2024CR6","7 - 16*","2097-02-14 00:04","1/465116","-6.85","0","2089-2105","1/197238","-6.47","24.55","650"
"788","2017BG92","5 - 11*","2072-01-17 17:59","1/75187","-6.85","0","2072-2118","1/60975","-6.77","12.38","3220"
"789","2004DA53","7 - 16*","2111-02-25 15:01","1/135135","-6.85","0","2095-2121","1/107296","-6.75","14.57","4643"
"790","2021AB4","11 - 26*","2100-01-08 01:15","1/413223","-6.85","0","2084-2100","1/190839","-6.49","12.63","1780"
"791","2018AU18","9 - 20*","2046-11-16 22:29","1/917431","-6.85","0","2046-2120","1/337837","-6.68","14.87","2833"
"792","2020RJ2","4 - 9*","2087-10-18 12:16","1/29940","-6.85","0","2087-2119","1/15267","-6.61","11.73","1900"
"793","2020GB1","12 - 26*","2073-04-06 19:30","1/666666","-6.85","0","2049-2115","1/313479","-6.58","13.91","2061"
"794","2023HT6","17 - 40*","2116-06-01 03:59","1/900900","-6.86","0","2116","1/900900","-6.86","13.92","942"
"795","2016LG10","21 - 50*","2108-06-06 00:52","1/2.00E6","-6.86","0","2108","1/2E6","-6.86","14.16","3457"
"796","2025DL22","20 - 50*","2109-03-11 03:09","1/2.42E6","-6.87","0","2109-2124","1/1.12E6","-6.56","15.32","271"
"797","2020HW7","10 - 23*","2044-12-06 16:24","1/1.23E6","-6.87","0","2044-2120","1/735294","-6.79","14.20","2038"
"798","2011EB","11 - 24*","2077-02-27 13:34","1/769230","-6.87","0","2070-2122","1/333333","-6.53","15.24","5334"
"799","2021RP2","2.5 - 6*","2065-09-08 21:19","1/15698","-6.87","0","2050-2122","1/2083","-6.17","12.03","1540"
"800","2023TU15","4 - 9*","2088-10-13 00:00","1/71428","-6.87","0","2060-2120","1/12594","-6.16","16.30","772"
"801","2020HF","23 - 50*","2110-04-16 20:36","1/2.65E6","-6.87","0","2089-2117","1/1.05E6","-6.47","13.62","2048"
"802","2021TV10","8 - 18*","2078-10-15 07:16","1/420168","-6.87","0","2068-2078","1/284900","-6.70","16.18","1506"
"803","2024SO1","5 - 10*","2104-09-25 02:48","1/84745","-6.88","0","2103-2117","1/33444","-6.48","16.08","426"
"804","2025BE4","14 - 30*","2089-01-22 05:19","1/3.17E6","-6.88","0","2051-2123","1/819672","-6.33","26.47","304"
"805","2017KQ27","19 - 40*","2117-06-06 13:38","1/1.61E6","-6.88","0","2117","1/1.61E6","-6.88","15.66","3104"
"806","2012CU","17 - 40*","2100-02-01 19:22","1/1.59E6","-6.88","0","2067-2108","1/980392","-6.66","15.64","5044"
"807","2015VP64","5 - 12*","2087-11-09 11:15","1/281690","-6.88","0","2043-2117","1/259740","-6.85","23.76","3629"
"808","2008BC15","12 - 26*","2094-07-22 19:35","1/1.68E6","-6.88","0","2072-2094","1/1.12E6","-6.64","23.41","6252"
"809","2009TM8","5 - 11*","2093-10-18 02:53","1/82644","-6.88","0","2079-2121","1/18382","-6.28","13.72","5885"
"810","2023UZ3","15 - 30*","2109-11-03 23:17","1/1.41E6","-6.89","0","2078-2122","1/485436","-6.39","18.07","767"
"811","2013TV132","12 - 28*","2111-10-05 01:22","1/680272","-6.89","0","2103-2121","1/366300","-6.63","14.45","4427"
"812","2022YP2","29 - 60*","2114-12-20 02:57","1/6.90E6","-6.89","0","2098-2118","1/3.5E6","-6.60","18.18","1070"
"813","2023JA3","3 - 7*","2109-05-11 22:35","1/21052","-6.90","0","2048-2121","1/19157","-6.84","13.54","926"
"814","2017WE28","13 - 28*","2057-11-23 09:20","1/1.39E6","-6.90","0","2039-2069","1/1.26E6","-6.82","14.22","2919"
"815","2024CQ2","8 - 18*","2117-02-08 10:31","1/318471","-6.91","0","2092-2122","1/221729","-6.75","15.76","653"
"816","2024WV1","4 - 9*","2098-11-25 00:58","1/49504","-6.91","0","2098-2113","1/43668","-6.86","14.72","367"
"817","2018CA15","17 - 40*","2033-02-04 22:17","1/1.13E7","-6.91","0","2028-2121","1/3.48E6","-6.57","12.13","2830"
"818","2013PS13","9 - 19*","2096-08-12 09:19","1/657894","-6.91","0","2096-2120","1/574712","-6.86","20.57","4492"
"819","2022UM1","10 - 23*","2095-10-15 12:13","1/386100","-6.91","0","2095-2121","1/277777","-6.78","13.80","1134"
"820","2021UK20","5 - 12*","2112-10-18 05:59","1/60240","-6.91","0","2028-2121","1/21186","-6.37","12.50","1476"
"821","2013BR15","26 - 60*","2100-01-02 18:42","1/6.90E6","-6.91","0","2087-2120","1/4.52E6","-6.74","17.98","4694"
"822","2009YR","7 - 15*","2060-09-20 03:49","1/238095","-6.91","0","2060-2115","1/83333","-6.53","11.60","5820"
"823","2020TD7","12 - 26*","2113-10-09 06:41","1/515463","-6.91","0","2076-2120","1/186219","-6.44","14.37","1865"
